invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I104014,C125716,Female,48,Souvenir,2,152.94,Cash,20/03/2022,Cevahir AVM
I104015,C171041,Male,23,Food & Beverage,3,141.57,Cash,11/09/2022,Kanyon
I104016,C106942,Male,36,Souvenir,3,231.7,Debit Card,14/01/2022,Cevahir AVM
I104017,C117203,Male,67,Food & Beverage,4,178.4,Cash,16/06/2021,Watergarden Istanbul
I104018,C159991,Female,41,Clothing,5,887.6,Cash,26/07/2021,Metropol AVM
I104019,C141101,Male,40,Food & Beverage,4,172.73,Debit Card,11/10/2022,Mall of Istanbul
I104020,C186759,Female,44,Souvenir,1,180.47,Cash,14/06/2022,Metrocity
I104021,C164675,Female,31,Books,5,168.17,Debit Card,26/11/2022,Watergarden Istanbul
I104022,C135972,Male,67,Souvenir,5,265.83,Debit Card,25/06/2021,Istinye Park
I104023,C108505,Female,24,Books,5,72.46,Cash,18/04/2021,Cevahir AVM
I104024,C162046,Male,18,Souvenir,3,225.61,Cash,09/09/2022,Watergarden Istanbul
I104025,C194030,Male,55,Souvenir,4,181.45,Credit Card,12/01/2023,Zorlu Center
I104026,C176024,Female,32,Souvenir,4,196.69,Cash,05/11/2021,Watergarden Istanbul
I104027,C168289,Female,55,Shoes,3,2761.76,Credit Card,03/04/2021,Kanyon
I104028,C172307,Male,22,Shoes,4,1131.71,Cash,15/05/2022,Metrocity
I104029,C171404,Female,44,Toys,2,265.29,Debit Card,10/07/2021,Mall of Istanbul
I104030,C105011,Female,25,Shoes,2,1262.63,Cash,08/03/2021,Cevahir AVM
I104031,C183110,Female,30,Clothing,5,468.1,Cash,20/10/2021,Watergarden Istanbul
I104032,C121049,Female,56,Books,2,152.08,Debit Card,08/02/2022,Watergarden Istanbul
I104033,C110214,Female,47,Food & Beverage,5,146.32,Cash,25/01/2023,Forum Istanbul
I104034,C153410,Male,56,Clothing,5,744.71,Cash,29/10/2021,Istinye Park
I104035,C125132,Female,36,Toys,4,195.88,Credit Card,20/11/2021,Cevahir AVM
I104036,C197915,Female,49,Clothing,2,1027.73,Credit Card,18/03/2021,Metropol AVM
I104037,C133189,Female,57,Technology,1,732.31,Cash,21/01/2021,Mall of Istanbul
I104038,C178707,Male,43,Toys,1,309.8,Cash,14/05/2021,Metropol AVM
I104039,C148738,Female,60,Shoes,1,2891.15,Debit Card,08/05/2021,Cevahir AVM
I104040,C103728,Female,47,Technology,5,1030.76,Debit Card,20/10/2022,Emaar Square Mall
I104041,C126798,Male,19,Cosmetics,5,229.57,Credit Card,24/12/2021,Emaar Square Mall
I104042,C144614,Male,57,Cosmetics,3,369.25,Cash,25/07/2021,Kanyon
I104043,C194233,Male,56,Clothing,4,1465.0,Cash,02/02/2022,Cevahir AVM
I104044,C123402,Female,30,Food & Beverage,1,25.48,Debit Card,11/10/2022,Metrocity
I104045,C156967,Female,54,Toys,2,423.61,Debit Card,17/07/2021,Mall of Istanbul
I104046,C178198,Female,28,Technology,1,2399.49,Debit Card,12/02/2021,Zorlu Center
I104047,C159675,Female,55,Shoes,3,1948.33,Debit Card,18/12/2022,Kanyon
I104048,C159027,Male,27,Souvenir,4,250.82,Debit Card,06/11/2022,Istinye Park
I104049,C175415,Female,61,Shoes,2,2350.98,Cash,22/01/2022,Cevahir AVM
I104050,C107669,Male,21,Clothing,4,1144.55,Debit Card,21/02/2023,Kanyon
I104051,C123862,Male,68,Souvenir,1,89.98,Debit Card,14/02/2021,Emaar Square Mall
I104052,C126319,Female,68,Books,3,170.61,Debit Card,09/04/2022,Watergarden Istanbul
I104053,C157594,Male,35,Shoes,2,738.68,Debit Card,31/03/2021,Metrocity
I104054,C148679,Female,29,Food & Beverage,5,20.0,Credit Card,23/05/2022,Forum Istanbul
I104055,C105366,Female,20,Shoes,3,2815.62,Debit Card,18/02/2022,Istinye Park
I104056,C120862,Female,37,Souvenir,1,281.54,Debit Card,16/05/2022,Cevahir AVM
I104057,C177526,Female,38,Food & Beverage,2,68.42,Cash,02/10/2021,Kanyon
I104058,C145926,Female,55,Shoes,3,2318.96,Credit Card,15/09/2022,Cevahir AVM
I104059,C185106,Female,65,Clothing,5,139.2,Debit Card,12/01/2022,Kanyon
I104060,C125796,Male,69,Toys,2,257.3,Credit Card,02/11/2021,Cevahir AVM
I104061,C127970,Female,58,Technology,1,543.48,Credit Card,19/04/2022,Forum Istanbul
I104062,C144138,Male,49,Books,3,149.99,Debit Card,27/11/2022,Cevahir AVM
I104063,C158146,Male,48,Souvenir,2,192.81,Credit Card,24/08/2022,Emaar Square Mall
I104064,C193560,Male,36,Books,5,108.1,Cash,22/06/2021,Zorlu Center
I104065,C116458,Male,27,Food & Beverage,3,47.83,Credit Card,24/04/2021,Forum Istanbul
I104066,C115736,Male,36,Shoes,5,3153.08,Cash,21/11/2022,Emaar Square Mall
I104067,C145818,Male,32,Shoes,5,2417.29,Cash,31/05/2022,Istinye Park
I104068,C195709,Female,30,Clothing,5,491.91,Cash,22/05/2021,Mall of Istanbul
I104069,C194546,Male,68,Toys,4,291.47,Cash,02/06/2021,Istinye Park
I104070,C142528,Female,55,Shoes,4,2105.37,Credit Card,31/05/2022,Metropol AVM
I104071,C129046,Male,46,Food & Beverage,3,59.54,Credit Card,12/03/2021,Emaar Square Mall
I104072,C102450,Male,38,Clothing,2,749.64,Credit Card,07/10/2021,Metropol AVM
I104073,C167924,Male,49,Shoes,5,1997.52,Debit Card,30/01/2023,Forum Istanbul
I104074,C194146,Female,32,Food & Beverage,5,138.31,Debit Card,22/10/2021,Istinye Park
I104075,C164723,Female,43,Shoes,5,3134.96,Credit Card,29/04/2022,Emaar Square Mall
I104076,C174101,Female,55,Souvenir,3,261.32,Debit Card,07/03/2023,Kanyon
I104077,C143722,Male,23,Food & Beverage,2,16.09,Debit Card,21/08/2021,Cevahir AVM
I104078,C103528,Female,69,Shoes,1,3151.84,Credit Card,23/03/2022,Watergarden Istanbul
I104079,C154739,Male,48,Food & Beverage,3,80.48,Debit Card,29/01/2021,Kanyon
I104080,C191102,Male,59,Shoes,4,2136.04,Credit Card,15/01/2023,Mall of Istanbul
I104081,C194738,Male,40,Technology,3,2909.49,Debit Card,15/12/2022,Cevahir AVM
I104082,C174827,Female,25,Clothing,2,526.72,Cash,18/09/2022,Mall of Istanbul
I104083,C117627,Male,25,Technology,4,6877.46,Debit Card,13/04/2022,Metropol AVM
I104084,C158618,Male,34,Shoes,5,542.48,Cash,19/12/2022,Mall of Istanbul
I104085,C158056,Male,43,Souvenir,3,79.27,Credit Card,06/11/2022,Emaar Square Mall
I104086,C151220,Female,23,Technology,1,6983.64,Cash,05/07/2022,Metrocity
I104087,C165132,Female,58,Food & Beverage,5,72.8,Credit Card,20/08/2021,Cevahir AVM
I104088,C129465,Male,22,Cosmetics,5,289.13,Debit Card,29/04/2021,Cevahir AVM
I104089,C158046,Male,22,Clothing,5,689.23,Cash,06/07/2021,Cevahir AVM
I104090,C149888,Female,41,Food & Beverage,4,124.72,Credit Card,16/08/2022,Istinye Park
I104091,C187042,Male,62,Cosmetics,4,698.43,Credit Card,10/05/2022,Kanyon
I104092,C182507,Female,20,Books,2,95.17,Debit Card,21/06/2022,Zorlu Center
I104093,C169413,Female,31,Souvenir,3,81.85,Credit Card,03/01/2022,Forum Istanbul
I104094,C125734,Male,18,Food & Beverage,2,45.15,Debit Card,08/06/2022,Zorlu Center
I104095,C175955,Male,69,Cosmetics,5,229.01,Credit Card,21/01/2023,Forum Istanbul
I104096,C160837,Male,44,Clothing,3,383.42,Credit Card,27/02/2022,Zorlu Center
I104097,C106460,Male,63,Cosmetics,3,305.0,Cash,03/11/2021,Metrocity
I104098,C109302,Male,61,Shoes,2,1576.17,Debit Card,01/02/2023,Forum Istanbul
I104099,C108221,Male,43,Souvenir,2,200.37,Credit Card,01/11/2022,Cevahir AVM
I104100,C171167,Female,57,Food & Beverage,1,57.2,Cash,16/02/2021,Zorlu Center
I104101,C192198,Male,18,Toys,5,455.88,Debit Card,10/12/2022,Cevahir AVM
I104102,C164909,Female,55,Food & Beverage,1,148.75,Credit Card,14/06/2022,Emaar Square Mall
I104103,C154565,Female,40,Clothing,2,1353.47,Debit Card,16/04/2022,Mall of Istanbul
I104104,C173756,Male,57,Shoes,5,2319.26,Debit Card,26/01/2021,Istinye Park
I104105,C163193,Female,35,Souvenir,5,198.31,Cash,06/02/2022,Kanyon
I104106,C178923,Female,51,Clothing,5,740.56,Cash,04/05/2021,Forum Istanbul
I104107,C102954,Male,56,Cosmetics,4,297.69,Debit Card,25/03/2021,Istinye Park
I104108,C190052,Female,49,Food & Beverage,3,63.33,Cash,07/06/2021,Metropol AVM
I104109,C192303,Female,28,Clothing,1,522.24,Credit Card,07/04/2022,Zorlu Center
I104110,C126343,Female,63,Toys,2,475.8,Debit Card,08/01/2022,Forum Istanbul
I104111,C163523,Female,35,Books,4,139.12,Debit Card,26/07/2021,Watergarden Istanbul
I104112,C197765,Female,59,Books,1,249.93,Credit Card,11/04/2022,Watergarden Istanbul
I104113,C188237,Male,62,Clothing,2,202.97,Credit Card,28/03/2022,Emaar Square Mall
I104114,C103601,Male,20,Books,4,134.85,Debit Card,12/03/2021,Forum Istanbul
I104115,C168360,Female,63,Food & Beverage,2,110.01,Cash,08/12/2022,Forum Istanbul
I104116,C166615,Male,27,Toys,2,530.96,Cash,06/12/2022,Kanyon
I104117,C159748,Female,43,Technology,1,6411.8,Debit Card,20/05/2021,Kanyon
I104118,C156849,Male,44,Souvenir,5,179.61,Cash,09/08/2022,Mall of Istanbul
I104119,C163157,Male,53,Food & Beverage,2,131.97,Debit Card,19/09/2021,Mall of Istanbul
I104120,C157086,Male,43,Shoes,1,1474.81,Debit Card,28/11/2021,Metropol AVM
I104121,C178140,Female,47,Toys,5,123.81,Debit Card,19/02/2021,Metrocity
I104122,C172907,Male,29,Books,5,149.64,Cash,29/01/2021,Forum Istanbul
I104123,C171331,Male,67,Technology,4,5846.7,Debit Card,24/01/2021,Mall of Istanbul
I104124,C150513,Female,63,Shoes,5,1406.6,Credit Card,12/01/2021,Metropol AVM
I104125,C179779,Female,68,Books,3,233.53,Cash,17/12/2021,Metrocity
I104126,C142640,Male,54,Souvenir,5,53.39,Cash,14/09/2022,Watergarden Istanbul
I104127,C107804,Female,42,Toys,5,112.83,Debit Card,11/03/2021,Istinye Park
I104128,C125920,Male,33,Shoes,1,711.57,Debit Card,03/12/2022,Cevahir AVM
I104129,C129460,Female,25,Cosmetics,1,124.22,Credit Card,15/09/2022,Cevahir AVM
I104130,C137004,Male,41,Clothing,2,1173.17,Cash,28/06/2022,Mall of Istanbul
I104131,C187226,Female,24,Souvenir,4,251.78,Credit Card,06/04/2021,Cevahir AVM
I104132,C139715,Male,36,Technology,1,4047.67,Debit Card,03/02/2021,Kanyon
I104133,C147721,Female,69,Clothing,5,528.68,Cash,20/04/2021,Metrocity
I104134,C103212,Male,18,Books,2,211.04,Cash,11/07/2021,Zorlu Center
I104135,C126529,Male,48,Cosmetics,2,221.07,Credit Card,19/05/2022,Kanyon
I104136,C181213,Female,24,Books,5,114.05,Cash,19/07/2021,Metrocity
I104137,C154348,Female,62,Clothing,2,446.82,Cash,25/05/2022,Cevahir AVM
I104138,C185883,Female,21,Technology,1,5046.54,Debit Card,28/05/2022,Kanyon
I104139,C173924,Male,52,Souvenir,3,88.41,Debit Card,22/06/2022,Emaar Square Mall
I104140,C128079,Female,64,Toys,5,301.62,Cash,14/12/2021,Cevahir AVM
I104141,C114450,Female,43,Shoes,2,304.86,Debit Card,22/04/2022,Watergarden Istanbul
I104142,C167709,Male,29,Clothing,1,1009.71,Credit Card,13/05/2021,Emaar Square Mall
I104143,C112172,Female,40,Souvenir,4,253.83,Debit Card,24/02/2021,Zorlu Center
I104144,C194224,Male,46,Food & Beverage,2,151.61,Debit Card,03/04/2022,Kanyon
I104145,C101523,Male,28,Cosmetics,1,676.28,Cash,02/05/2022,Mall of Istanbul
I104146,C163363,Male,68,Technology,1,5612.44,Credit Card,10/05/2021,Mall of Istanbul
I104147,C174197,Male,42,Books,1,37.52,Cash,29/11/2021,Kanyon
I104148,C111705,Female,34,Souvenir,2,172.11,Debit Card,04/02/2022,Forum Istanbul
I104149,C103255,Male,32,Food & Beverage,1,189.38,Credit Card,19/10/2021,Forum Istanbul
I104150,C129591,Female,51,Food & Beverage,3,40.86,Debit Card,03/02/2022,Metrocity
I104151,C103281,Male,25,Cosmetics,5,374.4,Credit Card,13/11/2021,Istinye Park
I104152,C196213,Male,19,Shoes,1,2821.32,Debit Card,24/04/2022,Metrocity
I104153,C120606,Male,19,Shoes,4,3177.98,Debit Card,20/12/2021,Mall of Istanbul
I104154,C100840,Male,59,Toys,5,491.97,Credit Card,06/03/2023,Emaar Square Mall
I104155,C168731,Male,26,Shoes,4,450.82,Debit Card,23/05/2021,Metropol AVM
I104156,C118070,Female,32,Technology,5,3749.62,Cash,05/12/2021,Kanyon
I104157,C122435,Female,35,Clothing,2,656.15,Cash,04/02/2022,Watergarden Istanbul
I104158,C159225,Female,43,Toys,3,127.11,Cash,01/06/2021,Kanyon
I104159,C159896,Female,45,Food & Beverage,3,117.68,Credit Card,13/07/2022,Istinye Park
I104160,C159668,Male,63,Cosmetics,4,235.61,Credit Card,03/12/2022,Kanyon
I104161,C178500,Male,24,Shoes,4,2829.92,Cash,03/11/2021,Kanyon
I104162,C193403,Male,59,Shoes,3,579.3,Credit Card,23/01/2023,Kanyon
I104163,C147509,Female,36,Souvenir,4,174.41,Credit Card,31/05/2022,Watergarden Istanbul
I104164,C198118,Female,27,Cosmetics,1,234.02,Cash,14/07/2021,Mall of Istanbul
I104165,C105908,Female,61,Souvenir,5,104.66,Credit Card,11/03/2021,Zorlu Center
I104166,C109735,Female,63,Toys,4,582.21,Cash,10/01/2022,Watergarden Istanbul
I104167,C118944,Male,46,Toys,4,550.47,Cash,22/09/2021,Kanyon
I104168,C107948,Male,66,Food & Beverage,4,107.98,Credit Card,18/12/2021,Metropol AVM
I104169,C131209,Male,58,Cosmetics,2,302.47,Debit Card,11/01/2021,Metrocity
I104170,C184514,Male,58,Books,5,104.32,Credit Card,09/12/2021,Metropol AVM
I104171,C141251,Female,63,Clothing,4,260.45,Debit Card,06/05/2021,Metrocity
I104172,C196515,Male,53,Shoes,5,3401.88,Credit Card,09/12/2021,Kanyon
I104173,C150260,Male,34,Shoes,4,1614.63,Debit Card,23/06/2021,Metrocity
I104174,C168901,Male,51,Cosmetics,3,137.53,Debit Card,13/06/2021,Mall of Istanbul
I104175,C131480,Male,35,Clothing,5,53.89,Credit Card,04/10/2021,Cevahir AVM
I104176,C161647,Male,21,Toys,5,169.95,Credit Card,17/12/2021,Istinye Park
I104177,C180213,Female,40,Shoes,5,922.46,Credit Card,18/07/2022,Istinye Park
I104178,C115898,Male,20,Souvenir,5,117.55,Debit Card,19/02/2022,Mall of Istanbul
I104179,C118777,Female,20,Clothing,5,1194.94,Debit Card,21/08/2021,Cevahir AVM
I104180,C140515,Male,64,Toys,3,267.08,Cash,08/01/2023,Kanyon
I104181,C114882,Female,24,Shoes,2,718.83,Cash,15/03/2022,Watergarden Istanbul
I104182,C126649,Female,66,Cosmetics,4,621.18,Cash,04/12/2021,Cevahir AVM
I104183,C189967,Male,30,Souvenir,3,210.24,Credit Card,08/09/2022,Metrocity
I104184,C129322,Female,54,Clothing,3,504.49,Debit Card,13/02/2022,Cevahir AVM
I104185,C116055,Female,57,Toys,1,360.87,Cash,22/04/2021,Forum Istanbul
I104186,C151959,Male,50,Books,2,240.95,Credit Card,29/07/2022,Metropol AVM
I104187,C112838,Female,64,Souvenir,4,205.56,Credit Card,03/11/2022,Watergarden Istanbul
I104188,C153496,Female,43,Shoes,5,1797.32,Credit Card,28/12/2021,Zorlu Center
I104189,C170657,Male,62,Clothing,5,174.8,Debit Card,13/06/2021,Forum Istanbul
I104190,C134704,Male,68,Technology,5,4423.07,Credit Card,13/01/2023,Emaar Square Mall
I104191,C114262,Male,54,Shoes,2,3491.71,Credit Card,09/05/2021,Kanyon
I104192,C144952,Male,57,Clothing,1,70.81,Credit Card,31/07/2021,Forum Istanbul
I104193,C122904,Male,50,Souvenir,2,130.57,Cash,02/12/2022,Metrocity
I104194,C172691,Female,64,Shoes,2,2572.6,Debit Card,24/08/2021,Metropol AVM
I104195,C109091,Male,31,Food & Beverage,3,113.6,Debit Card,17/08/2022,Watergarden Istanbul
I104196,C155361,Male,38,Books,4,122.39,Debit Card,31/08/2021,Mall of Istanbul
I104197,C144250,Male,67,Cosmetics,1,354.31,Credit Card,05/08/2021,Cevahir AVM
I104198,C133835,Female,27,Toys,2,302.2,Cash,25/01/2022,Metrocity
I104199,C104686,Female,53,Clothing,2,989.88,Cash,22/11/2021,Metropol AVM
I104200,C101577,Male,25,Shoes,5,2319.9,Credit Card,29/12/2022,Metrocity
I104201,C104915,Female,30,Souvenir,1,263.3,Debit Card,03/06/2022,Mall of Istanbul
I104202,C149295,Female,21,Cosmetics,1,794.05,Cash,25/06/2021,Zorlu Center
I104203,C100349,Male,69,Shoes,1,2986.82,Credit Card,02/03/2022,Forum Istanbul
I104204,C186667,Male,32,Books,4,219.79,Credit Card,12/03/2022,Watergarden Istanbul
I104205,C113149,Male,58,Souvenir,4,94.6,Cash,08/06/2022,Istinye Park
I104206,C197483,Male,39,Clothing,2,1233.29,Debit Card,03/06/2021,Forum Istanbul
I104207,C195473,Male,26,Shoes,3,1383.25,Credit Card,01/08/2021,Metropol AVM
I104208,C162653,Male,66,Shoes,2,694.39,Cash,13/08/2021,Cevahir AVM
I104209,C187364,Female,68,Souvenir,2,146.53,Credit Card,09/07/2022,Cevahir AVM
I104210,C156999,Female,18,Technology,5,1635.83,Credit Card,22/05/2022,Mall of Istanbul
I104211,C187726,Male,37,Toys,1,61.15,Debit Card,07/06/2021,Metrocity
I104212,C114882,Male,66,Shoes,5,3383.31,Debit Card,30/03/2022,Kanyon
I104213,C164971,Male,39,Shoes,5,820.34,Debit Card,01/03/2021,Watergarden Istanbul
I104214,C175674,Male,67,Books,3,177.06,Cash,11/03/2021,Zorlu Center
I104215,C135715,Male,37,Souvenir,5,208.52,Cash,11/10/2022,Mall of Istanbul
I104216,C154475,Male,39,Technology,3,5125.86,Credit Card,27/11/2022,Watergarden Istanbul
I104217,C193083,Male,22,Books,1,143.55,Cash,04/04/2021,Mall of Istanbul
I104218,C154586,Female,47,Food & Beverage,2,38.42,Debit Card,14/12/2022,Metrocity
I104219,C106786,Female,64,Toys,2,126.76,Debit Card,18/02/2021,Forum Istanbul
I104220,C108532,Female,34,Shoes,1,2357.37,Credit Card,16/01/2021,Mall of Istanbul
I104221,C193471,Female,47,Souvenir,3,182.26,Debit Card,07/06/2021,Kanyon
I104222,C161101,Female,24,Clothing,1,528.69,Cash,01/03/2021,Emaar Square Mall
I104223,C175822,Female,51,Books,2,199.29,Credit Card,20/09/2021,Watergarden Istanbul
I104224,C107473,Female,62,Souvenir,2,258.44,Credit Card,02/05/2021,Metrocity
I104225,C187218,Male,39,Clothing,5,1257.39,Debit Card,18/12/2021,Watergarden Istanbul
I104226,C147216,Male,66,Shoes,4,1769.86,Cash,07/06/2022,Zorlu Center
I104227,C151900,Female,54,Books,5,158.74,Cash,26/10/2021,Metropol AVM
I104228,C146007,Female,64,Food & Beverage,3,180.2,Debit Card,14/02/2023,Metrocity
I104229,C114059,Male,64,Books,4,107.01,Cash,03/03/2022,Zorlu Center
I104230,C101771,Male,24,Food & Beverage,2,194.14,Credit Card,26/06/2022,Metropol AVM
I104231,C157622,Female,52,Souvenir,4,275.15,Cash,08/03/2022,Watergarden Istanbul
I104232,C122793,Male,57,Food & Beverage,4,122.28,Credit Card,05/07/2021,Zorlu Center
I104233,C102631,Female,47,Technology,5,4651.27,Cash,04/03/2021,Metropol AVM
I104234,C142912,Male,48,Food & Beverage,1,66.1,Debit Card,12/01/2021,Watergarden Istanbul
I104235,C124902,Male,48,Cosmetics,5,417.12,Credit Card,05/02/2021,Watergarden Istanbul
I104236,C127515,Female,50,Technology,3,4519.52,Debit Card,08/03/2022,Istinye Park
I104237,C156205,Male,20,Books,5,153.88,Credit Card,15/08/2021,Metrocity
I104238,C174391,Male,35,Cosmetics,3,461.29,Credit Card,11/06/2022,Cevahir AVM
I104239,C113756,Female,65,Food & Beverage,2,115.04,Cash,07/03/2022,Metrocity
I104240,C106634,Female,26,Books,2,123.88,Credit Card,16/06/2021,Zorlu Center
I104241,C152705,Female,63,Souvenir,4,263.14,Debit Card,14/07/2022,Watergarden Istanbul
I104242,C170494,Female,19,Clothing,4,940.38,Cash,19/09/2021,Forum Istanbul
I104243,C191853,Female,33,Food & Beverage,2,140.72,Debit Card,04/11/2022,Emaar Square Mall
I104244,C108111,Male,56,Books,5,51.07,Debit Card,01/05/2022,Metrocity
I104245,C126120,Male,64,Shoes,5,2071.17,Cash,29/06/2022,Watergarden Istanbul
I104246,C157080,Male,51,Toys,2,552.46,Credit Card,23/10/2022,Metropol AVM
I104247,C126118,Female,31,Souvenir,5,103.06,Debit Card,29/03/2022,Watergarden Istanbul
I104248,C150566,Male,37,Food & Beverage,5,191.61,Debit Card,26/10/2021,Metrocity
I104249,C165914,Female,24,Technology,4,3372.47,Credit Card,07/09/2022,Kanyon
I104250,C170739,Female,48,Shoes,4,2931.42,Credit Card,09/10/2021,Metropol AVM
I104251,C149112,Female,36,Toys,2,66.12,Cash,06/07/2021,Forum Istanbul
I104252,C126638,Female,47,Technology,1,6399.72,Credit Card,20/07/2022,Emaar Square Mall
I104253,C171487,Female,43,Shoes,3,891.9,Cash,14/04/2022,Emaar Square Mall
I104254,C192018,Male,22,Food & Beverage,3,166.68,Credit Card,21/08/2021,Watergarden Istanbul
I104255,C153037,Female,39,Food & Beverage,2,180.09,Debit Card,11/03/2021,Mall of Istanbul
I104256,C140962,Male,31,Souvenir,2,297.88,Credit Card,29/09/2021,Watergarden Istanbul
I104257,C103073,Female,44,Food & Beverage,1,124.63,Debit Card,01/01/2022,Emaar Square Mall
I104258,C195903,Female,41,Souvenir,5,89.39,Credit Card,01/11/2022,Forum Istanbul
I104259,C133481,Male,20,Books,1,200.79,Credit Card,02/05/2022,Kanyon
I104260,C152049,Male,39,Clothing,2,856.47,Debit Card,25/10/2021,Forum Istanbul
I104261,C189380,Male,23,Toys,2,297.7,Cash,26/06/2022,Emaar Square Mall
I104262,C171841,Male,20,Clothing,3,1167.08,Credit Card,23/01/2021,Istinye Park
I104263,C172923,Female,69,Souvenir,3,209.73,Debit Card,27/08/2022,Istinye Park
I104264,C191829,Male,24,Shoes,2,2064.98,Cash,15/06/2021,Cevahir AVM
I104265,C122827,Female,46,Souvenir,5,90.79,Debit Card,31/03/2021,Watergarden Istanbul
I104266,C143380,Female,66,Technology,5,2398.78,Cash,03/07/2022,Watergarden Istanbul
I104267,C187945,Female,18,Clothing,1,380.7,Credit Card,25/06/2021,Metropol AVM
I104268,C197138,Female,27,Shoes,1,2978.14,Credit Card,24/09/2022,Watergarden Istanbul
I104269,C135883,Male,45,Shoes,1,1601.02,Cash,20/10/2022,Istinye Park
I104270,C160675,Male,28,Cosmetics,4,225.37,Debit Card,26/12/2021,Metrocity
I104271,C160475,Female,41,Cosmetics,4,766.29,Debit Card,02/06/2021,Istinye Park
I104272,C139837,Female,32,Books,2,46.68,Cash,28/02/2021,Cevahir AVM
I104273,C140366,Female,59,Toys,4,364.23,Credit Card,23/07/2021,Zorlu Center
I104274,C108815,Female,27,Clothing,1,411.11,Debit Card,10/01/2023,Metrocity
I104275,C136943,Female,23,Shoes,3,2177.96,Credit Card,23/11/2021,Cevahir AVM
I104276,C167038,Female,43,Clothing,1,892.5,Cash,16/09/2022,Forum Istanbul
I104277,C124303,Female,47,Books,1,215.75,Debit Card,22/12/2022,Kanyon
I104278,C151562,Female,45,Shoes,4,3284.98,Credit Card,28/04/2022,Zorlu Center
I104279,C190594,Male,62,Shoes,1,1957.09,Credit Card,06/02/2021,Istinye Park
I104280,C171153,Male,21,Shoes,5,2243.48,Credit Card,15/01/2022,Emaar Square Mall
I104281,C104472,Male,61,Technology,5,6751.08,Debit Card,10/09/2022,Metropol AVM
I104282,C177011,Male,53,Technology,5,1624.73,Debit Card,05/03/2023,Kanyon
